Nombre;Total;Por mil
CESARIO;90;0,004
CRISTOBAL DAVID;90;0,004
DANIEL OSCAR;90;0,004
DARIO ANTONIO;90;0,004
DIEGO RAUL;90;0,004
EDUARDO SALVADOR;90;0,004
EITHAN;90;0,004
EMERSON;90;0,004
FEDERICO CARLOS;90;0,004
FERNANDO AUGUSTO;90;0,004
GERARDO FRANCISCO;90;0,004
HOSSAM;90;0,004
ISMAEL FRANCISCO;90;0,004
