Nombre;Total;Por mil
ABSELAM;166;0,008
ALVARO RAFAEL;166;0,008
DANIEL SANTIAGO;166;0,008
DOMINGO JUAN;166;0,008
EDUARDO ALEJANDRO;166;0,008
FERMIN JOSE;166;0,008
GIANLUCA;166;0,008
ISKANDER;166;0,008
JOAN ANTON;166;0,008
JOSE LEOPOLDO;166;0,008
LUIS ANIBAL;166;0,008
NAJIB;166;0,008
RAUL MIGUEL;166;0,008
SALVADOR JUAN;166;0,008
TAOUFIK;166;0,008
ALBERTO RAFAEL;165;0,008
CARLOS ALEXANDER;165;0,008
CHRISTIAN JAVIER;165;0,008
DALMIRO;165;0,008
DANIEL ALFONSO;165;0,008
FELIX ENRIQUE;165;0,008
FERNANDO PABLO;165;0,008
LUIS FERMIN;165;0,008
MIGUEL OSCAR;165;0,008
NESTOR JOSE;165;0,008
QUITERIO;165;0,008
ROBERTO ENRIQUE;165;0,008
RUBEN ALEJANDRO;165;0,008
SEGUNDO MANUEL;165;0,008
TEODULO;165;0,008
VICENTE ALEJANDRO;165;0,008
ARTURO JESUS;164;0,008
EUGENIO FRANCISCO;164;0,008
FRANCISCO BERNARDO;164;0,008
IGNACIO CARLOS;164;0,008
JAIME CARLOS;164;0,008
JOSE HERMINIO;164;0,008
LUCRECIO;164;0,008
M'HAMED;164;0,008
PABLO GABRIEL;164;0,008
PABLO PEDRO;164;0,008
ROBERTO ANDRES;164;0,008
SALVADOR DAVID;164;0,008
SAMBA;164;0,008
ZACARIA;164;0,008
ALEJANDRO TOMAS;163;0,008
ANGELINO;163;0,008
DOMINGO FRANCISCO;163;0,008
EUKEN;163;0,008
FERNANDO IGNACIO;163;0,008
FERNANDO JORGE;163;0,008
IZAM;163;0,008
JOSE RUFINO;163;0,008
LEONARDO DAVID;163;0,008
LESMES;163;0,008
MAVERICK;163;0,008
PABLO EDUARDO;163;0,008
PEDRO LORENZO;163;0,008
RAMIRO JOSE;163;0,008
ABDEL LAH;162;0,008
ANGEL NICOLAS;162;0,008
ANTONIO BLAS;162;0,008
ANTONIO VALENTIN;162;0,008
ARCANGEL;162;0,008
CARLOS MAURICIO;162;0,008
CONSUELO;162;0,008
DAVID ALFONSO;162;0,008
DAVID ISRAEL;162;0,008
JOAQUIN PEDRO;162;0,008
KAREL;162;0,008
LIAN;162;0,008
LUIS RUBEN;162;0,008
MANUEL ALVARO;162;0,008
MIGUEL JORGE;162;0,008
MILO;162;0,008
MOAD;162;0,008
OMAR JESUS;162;0,008
RODRIGO ANTONIO;162;0,008
SERGIO FERNANDO;162;0,008
XOSE ANTON;162;0,008
ZIYAD;162;0,008
ALEJANDRO ANDRES;161;0,008
ANTONI JOSEP;161;0,008
CIBRAN;161;0,008
DARIO JAVIER;161;0,008
DOMINGO MIGUEL;161;0,008
ELADIO JOSE;161;0,008
ENRIQUE EDUARDO;161;0,008
EUGENIO ANTONIO;161;0,008
EUGENIO JAVIER;161;0,008
FRANCESC D'ASSIS;161;0,008
JAIME ALEJANDRO;161;0,008
JALAL;161;0,008
JAVIER TOMAS;161;0,008
JON KEPA;161;0,008
JORGE ADRIAN;161;0,008
MIGUEL ESTEBAN;161;0,008
MOHAMED SALEM;161;0,008
RODRIGO MANUEL;161;0,008
TOMAS VICENTE;161;0,008
VENERANDO;161;0,008
ALBERTO ANDRES;160;0,008
ALEXIS JESUS;160;0,008
CARLOS FELIX;160;0,008
CARLOS JAIME;160;0,008
ENRIQUE DANIEL;160;0,008
FELIX JUAN;160;0,008
GABRIEL ENRIQUE;160;0,008
HECTOR ALEJANDRO;160;0,008
IGNACIO ANGEL;160;0,008
IVAN DANIEL;160;0,008
JORGE GUILLERMO;160;0,008
JORGE TOMAS;160;0,008
JOSE ANSELMO;160;0,008
JOSE FULGENCIO;160;0,008
KYLIAN;160;0,008
LEONARD;160;0,008
VICTORIANO JOSE;160;0,008
AMETZ;159;0,008
ANGEL GREGORIO;159;0,008
ANGEL JULIO;159;0,008
ARTHUR;159;0,008
DIEGO JUAN;159;0,008
DOMINGO RAMON;159;0,008
EL MEHDI;159;0,008
EMILIO CARLOS;159;0,008
ERIZ;159;0,008
ESTEBAN FRANCISCO;159;0,008
FERMIN JAVIER;159;0,008
FRANCESC PAULA;159;0,008
FRANCISCO SALES;159;0,008
IVAN ANDRES;159;0,008
JAIME IGNACIO;159;0,008
JERONIMO JOSE;159;0,008
JOSE CELESTINO;159;0,008
JUAN LEON;159;0,008
MANASES;159;0,008
MARIO ANGEL;159;0,008
SANTIAGO ALBERTO;159;0,008
SANTIAGO ENRIQUE;159;0,008
ABDOU;158;0,008
ALEJANDRO VICENTE;158;0,008
AYMAR;158;0,008
FRANCISCO CRISTOBAL;158;0,008
JESUS NAZARET;158;0,008
JOSE AQUILINO;158;0,008
JULIO MARIA;158;0,008
MANUEL AUGUSTO;158;0,008
VIKTOR;158;0,008
WILMER;158;0,008
AHARON;157;0,008
ANGEL CRISTO;157;0,008
ANTONIO CRISTOBAL;157;0,008
ANTONIO MATIAS;157;0,008
AUGUSTO JOSE;157;0,008
AYUB;157;0,008
CANDIDO JOSE;157;0,008
DAVID MARIA;157;0,008
FRANCISCO SAMUEL;157;0,008
GORGONIO;157;0,008
ISIDRO JESUS;157;0,008
JUAN REYES;157;0,008
MODEST;157;0,008
SERGIO RAFAEL;157;0,008
ADOLF;156;0,008
ALFONSO ENRIQUE;156;0,008
ALVARO ANDRES;156;0,008
ANDRES IGNACIO;156;0,008
CHRISTIAN ANDRES;156;0,008
DIEGO IGNACIO;156;0,008
ERITZ;156;0,008
FEDERICO ANTONIO;156;0,008
FRANCISCO ABEL;156;0,008
FRANCISCO MARIO;156;0,008
GONZALO LUIS;156;0,008
JESUS ADOLFO;156;0,008
JESUS RUBEN;156;0,008
JOSE FRANCISCO JAVIER;156;0,008
PEDRO NOLASCO;156;0,008
RUBEN ALBERTO;156;0,008
SALVI;156;0,008
FRANCISCO MARCOS;155;0,008
ISMAEL ANTONIO;155;0,008
JORGE HUMBERTO;155;0,008
JOSEP IGNASI;155;0,008
JUAN CLEMENTE;155;0,008
JUAN PATRICIO;155;0,008
JULIO RAFAEL;155;0,008
LONGINO;155;0,008
MANUEL GERARDO;155;0,008
MARIANO LUIS;155;0,008
OUMAR;155;0,008
PABLO AGUSTIN;155;0,008
RICARDO VICENTE;155;0,008
XIKER;155;0,008
ANTONIO ALFREDO;154;0,008
EYDAN;154;0,008
GERMAN LUIS;154;0,008
HECTOR HUGO;154;0,008
HOUSSAM;154;0,008
ISSA;154;0,008
JUAN ABEL;154;0,008
KILLIAN;154;0,008
LUIS AUGUSTO;154;0,008
MATIAS JOSE;154;0,008
MILTON;154;0,008
MONICO;154;0,008
PEDRO GUILLERMO;154;0,008
SANTIAGO RAFAEL;154;0,008
ANTONIO GREGORIO;153;0,007
FRANCISCO ALFREDO;153;0,007
JAVIER AGUSTIN;153;0,007
JOSE LAZARO;153;0,007
MANUEL RUBEN;153;0,007
OLAF;153;0,007
RAMON ANDRES;153;0,007
ROBERTO DAVID;153;0,007
WLADIMIRO;153;0,007
ZOUHAIR;153;0,007
ALBERTO VICENTE;152;0,007
ALEIXANDRE;152;0,007
ARMANDO JESUS;152;0,007
BORJA JESUS;152;0,007
FRANCISCO ELIAS;152;0,007
GREGORIO JAVIER;152;0,007
GUSTAVO ALEJANDRO;152;0,007
HUGO ALEJANDRO;152;0,007
JEROME;152;0,007
JESUS ISRAEL;152;0,007
JOAN DAVID;152;0,007
LORETO;152;0,007
LUAR;152;0,007
MARCOS ALEJANDRO;152;0,007
MARIANO FRANCISCO;152;0,007
AARON JESUS;151;0,007
ALEJANDRO MARIA;151;0,007
ALONSO JOSE;151;0,007
GABRIEL ANDRES;151;0,007
JAIME DAVID;151;0,007
JESUS JULIO;151;0,007
JORGE ALEXANDER;151;0,007
MHAMMED;151;0,007
RIAD;151;0,007
VICENTE DANIEL;151;0,007
IVAN MIGUEL;150;0,007
JAIME ALFONSO;150;0,007
JOSUE DAVID;150;0,007
LAUDINO;150;0,007
LIZER;150;0,007
MOHAMED LARBI;150;0,007
SEBASTIAN FRANCISCO;150;0,007
ALBERTO JOAQUIN;149;0,007
ANDREA;149;0,007
ARIS;149;0,007
BENITO ANTONIO;149;0,007
BERNARDO ANTONIO;149;0,007
CESAR FERNANDO;149;0,007
EDESIO;149;0,007
GONZALO FRANCISCO;149;0,007
ISAAC JOSE;149;0,007
JAVIER SANTIAGO;149;0,007
JEAN CARLO;149;0,007
JUAN BARTOLOME;149;0,007
JULIAN LUIS;149;0,007
LUIS ORLANDO;149;0,007
MICHAEL ALEXANDER;149;0,007
MOHAMED RIDA;149;0,007
OSCAR IGNACIO;149;0,007
SERGIO CARLOS;149;0,007
ADOLFO ANTONIO;148;0,007
ADOLFO LUIS;148;0,007
AUGUST;148;0,007
CARMELO ANTONIO;148;0,007
FELIX FERNANDO;148;0,007
FERNANDO AGUSTIN;148;0,007
GINES JOSE;148;0,007
GUSTAVO ANDRES;148;0,007
JHON FREDY;148;0,007
JUAN GERMAN;148;0,007
JULIAN JAVIER;148;0,007
LIBRADO;148;0,007
LLUIS MIQUEL;148;0,007
MANUEL VALENTIN;148;0,007
VICENTE MARIA;148;0,007
YENEDEY;148;0,007
ANTONIO BERNARDO;147;0,007
ANTONIO GINES;147;0,007
DANIEL RICARDO;147;0,007
DIEGO HERNAN;147;0,007
ESTEBAN JAVIER;147;0,007
HECTOR FRANCISCO;147;0,007
IGNACIO ALBERTO;147;0,007
JADEN;147;0,007
JESUS BENITO;147;0,007
JOSE BASILIO;147;0,007
JOSE EZEQUIEL;147;0,007
KEVIN JAVIER;147;0,007
MANUEL AURELIO;147;0,007
MANUEL ERNESTO;147;0,007
SALVIO;147;0,007
XERACH;147;0,007
ALBERTO FERNANDO;146;0,007
ANGEL CARMELO;146;0,007
BOUCHAIB;146;0,007
CHISTIAN;146;0,007
CLARO;146;0,007
FERNANDO SANTIAGO;146;0,007
FRANCISCO FERMIN;146;0,007
LUIS FEDERICO;146;0,007
MANUEL MARIANO;146;0,007
PEDRO RICARDO;146;0,007
PELEGRIN;146;0,007
RAMON ALEJANDRO;146;0,007
VICTOR EMILIO;146;0,007
ABDESSELAM;145;0,007
DOMITILO;145;0,007
EMILIO ENRIQUE;145;0,007
GERMINAL;145;0,007
JACK;145;0,007
JAVIER RAFAEL;145;0,007
JOSE MARINO;145;0,007
JOSE OVIDIO;145;0,007
MAIOL;145;0,007
MARCO JOSE;145;0,007
NASIM;145;0,007
NIKOLAY;145;0,007
PEDRO ISMAEL;145;0,007
RAYHAN;145;0,007
SALVADOR ANGEL;145;0,007
SALVADOR JAVIER;145;0,007
USAMA;145;0,007
ADOLFO JAVIER;144;0,007
ALVARO FERNANDO;144;0,007
ANGEL MARCOS;144;0,007
ANTONI MARIA;144;0,007
DEMIAN;144;0,007
FRANCISCO MATEO;144;0,007
FRANCISCO MATIAS;144;0,007
FRANCISCO VALENTIN;144;0,007
GIOVANNY;144;0,007
IZAR;144;0,007
JOSE VICTORIANO;144;0,007
KENZO;144;0,007
OROITZ;144;0,007
RAUL ENRIQUE;144;0,007
ADRIAN JAVIER;143;0,007
AGUSTIN MARIA;143;0,007
CHRISTIAN ALEXANDER;143;0,007
FABIAN ANDRES;143;0,007
GIUSEPPE;143;0,007
GUIEM;143;0,007
HARRIET;143;0,007
JESUS SEBASTIAN;143;0,007
JONATHAN ANDRES;143;0,007
JOSE FLORENTINO;143;0,007
JOSE NARCISO;143;0,007
JOSE ROQUE;143;0,007
LAHBIB;143;0,007
LUIS NICOLAS;143;0,007
NESTOR MANUEL;143;0,007
RICARDO ALEJANDRO;143;0,007
RODRIGO ALEJANDRO;143;0,007
SANTIAGO DANIEL;143;0,007
VICTOR SANTIAGO;143;0,007
AGUSTIN CARLOS;142;0,007
ANGEL ALFREDO;142;0,007
AURELI;142;0,007
BERNARDO MANUEL;142;0,007
CARLOS FABIAN;142;0,007
CRESCENCIANO;142;0,007
CRISTIAN ALBERTO;142;0,007
ENRIQUE PEDRO;142;0,007
GRACIAN;142;0,007
JORGE HERNAN;142;0,007
JOSE ELISEO;142;0,007
JOSEP CARLES;142;0,007
JUAN JACOBO;142;0,007
LEONARDO JAVIER;142;0,007
MARCELO ALEJANDRO;142;0,007
MARCOS AURELIO;142;0,007
MARTIN ANGEL;142;0,007
NICOLAS JAVIER;142;0,007
ANDRES DANIEL;141;0,007
ANTONIO REYES;141;0,007
BONOSO;141;0,007
DAVID NICOLAS;141;0,007
ESTEFAN;141;0,007
GABRIEL LUIS;141;0,007
GREGORIO FRANCISCO;141;0,007
IGNACIO RAFAEL;141;0,007
IKER MANUEL;141;0,007
ISHAQ;141;0,007
JESUS MARCOS;141;0,007
JESUS VICTOR;141;0,007
JORGE NICOLAS;141;0,007
JOSE RODOLFO;141;0,007
JUAN ARMANDO;141;0,007
JUAN FEDERICO;141;0,007
LAMINE;141;0,007
SANTOS MANUEL;141;0,007
SERGIO EDUARDO;141;0,007
ASDRUBAL;140;0,007
CRISTIANO;140;0,007
DAVID ESTEBAN;140;0,007
FAHD;140;0,007
IÑIGO MARIA;140;0,007
JESUS JAIME;140;0,007
JOSE BORJA;140;0,007
LUIS MATEO;140;0,007
MANUEL BERNARDO;140;0,007
RAFAEL TOMAS;140;0,007
RICARDO RAMON;140;0,007
SACRAMENTO;140;0,007
VICTOR IGNACIO;140;0,007
ADELIO;139;0,007
ADRIAN DAVID;139;0,007
ANDRES RAFAEL;139;0,007
ANTONIO GONZALO;139;0,007
AURELIO JESUS;139;0,007
CARLOS DAMIAN;139;0,007
CARLOS RODRIGO;139;0,007
DANIEL IVAN;139;0,007
DIEGO NICOLAS;139;0,007
ESTEBAN LUIS;139;0,007
EUGENIO LUIS;139;0,007
FELIX IGNACIO;139;0,007
IGNACIO DAVID;139;0,007
JAIME RAFAEL;139;0,007
JESUS DIEGO;139;0,007
JON KOLDO;139;0,007
NATHANIEL;139;0,007
PROSPERO;139;0,007
RAMON PEDRO;139;0,007
RAUL EDUARDO;139;0,007
SANTIAGO FERNANDO;139;0,007
VICENTE GABRIEL;139;0,007
YADIEL;139;0,007
ALBERTO IGNACIO;138;0,007
BASILISO;138;0,007
BRUNO JOSE;138;0,007
FELIX DAVID;138;0,007
FRANCISCO MOISES;138;0,007
HUGO JAVIER;138;0,007
JAEL;138;0,007
JANO;138;0,007
JAVIER PEDRO;138;0,007
JESUS ABEL;138;0,007
JOSE ADAN;138;0,007
JUAN JACINTO;138;0,007
JUVENAL;138;0,007
LUIS JULIO;138;0,007
MANUEL MARCOS;138;0,007
NAZAN;138;0,007
OCTAVIANO;138;0,007
PABLO ADRIAN;138;0,007
PASCUAL MANUEL;138;0,007
RANDY;138;0,007
SANTIAGO VICENTE;138;0,007
SIMON PEDRO;138;0,007
TOMAS DAVID;138;0,007
VALENTIN JOSE;138;0,007
ALEXANDRU;137;0,007
ANGEL DIEGO;137;0,007
ANGEL SEBASTIAN;137;0,007
ARIA;137;0,007
CRISTIAN MIGUEL;137;0,007
DIEGO MAURICIO;137;0,007
DIEGO PABLO;137;0,007
GUILLERMO ANDRES;137;0,007
GUSTAVO JESUS;137;0,007
JOSE AMADEO;137;0,007
JULIO EDUARDO;137;0,007
MANUEL DIEGO;137;0,007
MARIANO ANGEL;137;0,007
SABER;137;0,007
SERGIO VICENTE;137;0,007
XAQUIN;137;0,007
ANGEL EUGENIO;136;0,007
AYMANE;136;0,007
BERNARDO JAVIER;136;0,007
CEDRIC;136;0,007
CLETO;136;0,007
DAMIAN JESUS;136;0,007
DOMINGO ANGEL;136;0,007
EDEY;136;0,007
EL MOKHTAR;136;0,007
ELIER;136;0,007
ENRIQUE SALVADOR;136;0,007
ERNESTO ANTONIO;136;0,007
FRANCISCO ARTURO;136;0,007
GERMAN MANUEL;136;0,007
GONZALO MIGUEL;136;0,007
HUSSEIN;136;0,007
JAVIER MARTIN;136;0,007
JOSE ISIDORO;136;0,007
LUCAS JAVIER;136;0,007
MODOU;136;0,007
MOISES DAVID;136;0,007
ABEL JOSE;135;0,007
ANGEL LORENZO;135;0,007
ANGEL VICTOR;135;0,007
BERNARD;135;0,007
DAVID IGNACIO;135;0,007
EMILIO DAVID;135;0,007
FELIPE ALBERTO;135;0,007
FRANCISCO GONZALO;135;0,007
HERMAN;135;0,007
IGNACIO ANDRES;135;0,007
JEFFREY;135;0,007
JONATHAN MANUEL;135;0,007
JORGE MARTIN;135;0,007
JUAN FLORENCIO;135;0,007
JULIAN VICENTE;135;0,007
MICHAEL STEVEN;135;0,007
NATXO;135;0,007
OSCAR RAFAEL;135;0,007
PASCUAL VICENTE;135;0,007
QUIRINO;135;0,007
TARIQ;135;0,007
ALEXANDER JOSE;134;0,007
ALFREDO FRANCISCO;134;0,007
CANDIDO MANUEL;134;0,007
CARLOS AURELIO;134;0,007
CARLOS VICTOR;134;0,007
CESAR IGNACIO;134;0,007
DAVID SALVADOR;134;0,007
FELIX ANDRES;134;0,007
FRANCISCO GERARDO;134;0,007
HAYTAM;134;0,007
HECTOR ENRIQUE;134;0,007
ISRAEL DAVID;134;0,007
JESUS BERNARDO;134;0,007
JORGE AGUSTIN;134;0,007
JOSE CAYETANO;134;0,007
JOSE NORBERTO;134;0,007
JOSE VENANCIO;134;0,007
MANUEL ALEXANDER;134;0,007
MANUEL FERMIN;134;0,007
RODRIGO ANDRES;134;0,007
RUDY;134;0,007
VICENTE DOMINGO;134;0,007
XOSE LOIS;134;0,007
ALONSO MANUEL;133;0,006
ANGEL DAMIAN;133;0,006
CARLOS RICARDO;133;0,006
CESAR ANGEL;133;0,006
EMILIO FERNANDO;133;0,006
ENRIQUE ALFONSO;133;0,006
ESTEBAN ANTONIO;133;0,006
FELIPE MIGUEL;133;0,006
JADEL;133;0,006
MIGUEL DOMINGO;133;0,006
NOLAN;133;0,006
PEDRO ROBERTO;133;0,006
QUINTILIANO;133;0,006
RAUL ANGEL;133;0,006
RUBEN DANIEL;133;0,006
SERGIO RAUL;133;0,006
TOMAS RAMON;133;0,006
ALEJANDRO MARTIN;132;0,006
ALEXIS JOSE;132;0,006
ANDRES SANTIAGO;132;0,006
ANGEL CESAR;132;0,006
ANTONIO MOISES;132;0,006
BOUBACAR;132;0,006
DIEGO CARLOS;132;0,006
ESMERALDO;132;0,006
HUGO DANIEL;132;0,006
ISIDORO JOSE;132;0,006
JORGE ERNESTO;132;0,006
JOSE SEGUNDO;132;0,006
JUAN ISRAEL;132;0,006
MAXIMO JOSE;132;0,006
MEDARDO;132;0,006
MUHAMADOU;132;0,006
PEDRO MARIO;132;0,006
RAMON JOAQUIN;132;0,006
AUSENCIO;131;0,006
CRISTO JAVIER;131;0,006
DIEGO DANIEL;131;0,006
DIODORO;131;0,006
EMILIO RAFAEL;131;0,006
FELIPE ANDRES;131;0,006
FELIPE JUAN;131;0,006
GUILLERMO CARLOS;131;0,006
HECTOR EDUARDO;131;0,006
JESUS GONZALO;131;0,006
JORGE DOMINGO;131;0,006
JOSE BARTOLOME;131;0,006
JOSE URBANO;131;0,006
LUIS DAMIAN;131;0,006
MANUEL ALONSO;131;0,006
MANUEL ARMANDO;131;0,006
MIKAEL;131;0,006
PEDRO MARIANO;131;0,006
PIERRE;131;0,006
SALVADOR ENRIQUE;131;0,006
ABDELJALIL;130;0,006
ABUBAKER;130;0,006
ANTONIO MARIO;130;0,006
BAKARY;130;0,006
BOUJEMAA;130;0,006
CHARLES;130;0,006
CRISTO JOSE;130;0,006
DOMINIC;130;0,006
EL MAHDI;130;0,006
ERUNDINO;130;0,006
HEBER;130;0,006
JEAN;130;0,006
JOAQUIN ALEJANDRO;130;0,006
JOAQUIN SALVADOR;130;0,006
JOSE DEMETRIO;130;0,006
JULIO DANIEL;130;0,006
LAMIN;130;0,006
LORENZO MIGUEL;130;0,006
MARVIN;130;0,006
ORLANDO JOSE;130;0,006
RIYAD;130;0,006
SOULAIMAN;130;0,006
TAHAR;130;0,006
VICENTE AGUSTIN;130;0,006
AMELIO;129;0,006
ANTONIO ALEXIS;129;0,006
ARI;129;0,006
BABACAR;129;0,006
BRIAN JESUS;129;0,006
BRYAN DAVID;129;0,006
EDINSON;129;0,006
EMILIO ALBERTO;129;0,006
FAUSTINO JOSE;129;0,006
FLORIANO;129;0,006
GERMAN JESUS;129;0,006
HUMBERT;129;0,006
JESUS FERMIN;129;0,006
JOSE ARCADIO;129;0,006
JOSEP ALBERT;129;0,006
JUAN HILARIO;129;0,006
KAMEL;129;0,006
MAIQUEL;129;0,006
MARIO DANIEL;129;0,006
MATHEUS;129;0,006
MOHAND;129;0,006
NAUFAL;129;0,006
PERE LLUIS;129;0,006
VICENTE EDUARDO;129;0,006
VICENTE EMILIO;129;0,006
ANDOITZ;128;0,006
ANDRES JOAQUIN;128;0,006
ARYAN;128;0,006
CARMELO MANUEL;128;0,006
CLAUDIO MANUEL;128;0,006
EL MUSTAPHA;128;0,006
HAMIDO;128;0,006
IÑIGO LOYOLA;128;0,006
ISRAEL JESUS;128;0,006
JAVIER PABLO;128;0,006
JOEL JESUS;128;0,006
JON MIRENA;128;0,006
JORGE SALVADOR;128;0,006
JOSAFAT;128;0,006
MONIR;128;0,006
RAYCO JESUS;128;0,006
TOMAS FERNANDO;128;0,006
AITOR JESUS;127;0,006
ANTONIO GERARDO;127;0,006
ARQUIMEDES;127;0,006
ASCENSION;127;0,006
CHRISTIAN ALEJANDRO;127;0,006
DANY;127;0,006
DIEGO EDUARDO;127;0,006
FRANCISCO ISIDRO;127;0,006
GUILLERMO ALBERTO;127;0,006
JOSE LUCIO;127;0,006
OLEG;127;0,006
PEDRO MARCOS;127;0,006
RAFAEL SALVADOR;127;0,006
RAMON EDUARDO;127;0,006
RAMON EMILIO;127;0,006
RICARDO MARIA;127;0,006
SAMER;127;0,006
SERGIO GABRIEL;127;0,006
ANTONIO OSCAR;126;0,006
CORSINO;126;0,006
DAMIAN JOSE;126;0,006
ENEAS;126;0,006
ENRIQUE JOAQUIN;126;0,006
FERNANDO NICOLAS;126;0,006
IGNACIO VICENTE;126;0,006
JESUS REYES;126;0,006
JESUS SANTOS;126;0,006
JOAQUIN DAVID;126;0,006
JULIAN FERNANDO;126;0,006
LUIS VICTOR;126;0,006
NICHOLAS;126;0,006
NICOLAS ANDRES;126;0,006
ORLANDO JESUS;126;0,006
OSCAR ANGEL;126;0,006
RAUL ANDRES;126;0,006
SANTIAGO NICOLAS;126;0,006
TAYLOR;126;0,006
ARTURO LUIS;125;0,006
DAVID JOAQUIN;125;0,006
DONACIANO;125;0,006
FEDERICO JESUS;125;0,006
FILEMON;125;0,006
JAIRO JESUS;125;0,006
JESUS AURELIO;125;0,006
JHON;125;0,006
JOEL ALEXANDER;125;0,006
JUAN MODESTO;125;0,006
JUAN MOISES;125;0,006
LUIS PASCUAL;125;0,006
MARTIN MIGUEL;125;0,006
MATIAS NICOLAS;125;0,006
PABLO ESTEBAN;125;0,006
PEDRO SEBASTIAN;125;0,006
PEREGRIN;125;0,006
RAMON SANTIAGO;125;0,006
SALVADOR LUIS;125;0,006
VICENTE PAUL;125;0,006
YEREMAY;125;0,006
ADRIAN MIGUEL;124;0,006
ANTONIO SAMUEL;124;0,006
AURITZ;124;0,006
BENAISA;124;0,006
DIEGO VICENTE;124;0,006
ELOY JESUS;124;0,006
EUSEBIO MANUEL;124;0,006
GABRIEL ALBERTO;124;0,006
GUILLERMO DANIEL;124;0,006
GURUTZ;124;0,006
IVAN ENRIQUE;124;0,006
JAVIER EMILIO;124;0,006
JAVIER IVAN;124;0,006
JORGE WASHINGTON;124;0,006
LAIN;124;0,006
MARCUS;124;0,006
MARKUS;124;0,006
MIGUEL FELIPE;124;0,006
MOULOUD;124;0,006
OLIVER JESUS;124;0,006
ALEX DAVID;123;0,006
ALFONSO RAFAEL;123;0,006
ANDRES SEBASTIAN;123;0,006
AURELIO MANUEL;123;0,006
CARLOS MARCELO;123;0,006
CARLOS PABLO;123;0,006
CECILIO JOSE;123;0,006
CESAR DANIEL;123;0,006
DIEGO GABRIEL;123;0,006
EL HOUSSINE;123;0,006
ENAI;123;0,006
FERNAN;123;0,006
GERARDO JESUS;123;0,006
IRINEO;123;0,006
JORDA;123;0,006
JORGE RUBEN;123;0,006
MANUEL ELOY;123;0,006
MARCELO FABIAN;123;0,006
PEDRO BENITO;123;0,006
RAFIK;123;0,006
RUBEN JAVIER;123;0,006
SEAN;123;0,006
SULIMAN;123;0,006
VICENTE IGNACIO;123;0,006
VICTOR CARLOS;123;0,006
ADAY JESUS;122;0,006
ADRIAN ALBERTO;122;0,006
ALDAN;122;0,006
ARMANDO JAVIER;122;0,006
CARLOS LORENZO;122;0,006
CARLOS SAMUEL;122;0,006
ELVIRO;122;0,006
EMIL;122;0,006
EMILIANO JOSE;122;0,006
FRANCISCO ELOY;122;0,006
ISAM;122;0,006
JOAQUIN JUAN;122;0,006
JOAQUIN SANTIAGO;122;0,006
JORGE JULIO;122;0,006
JOSIAS;122;0,006
LEONARDO JESUS;122;0,006
LIDIO;122;0,006
LUIS HERNAN;122;0,006
QUIRZE;122;0,006
SANTIAGO CARLOS;122;0,006
ZAYD;122;0,006
ALFONSO FERNANDO;121;0,006
ALVARO IGNACIO;121;0,006
ANGEL BENITO;121;0,006
ANTONIO ISRAEL;121;0,006
ARGOITZ;121;0,006
AYRTON;121;0,006
BORJA ANTONIO;121;0,006
CHRISTIAN DANIEL;121;0,006
DANIEL NICOLAS;121;0,006
DAVID TOMAS;121;0,006
EDUARDO JORGE;121;0,006
FELIPE FRANCISCO;121;0,006
FRANCISCO BLAS;121;0,006
GUAYRE;121;0,006
JAVIER JOAQUIN;121;0,006
JAVIER NICOLAS;121;0,006
JOHNATAN;121;0,006
JORGE JULIAN;121;0,006
JOSE VIRGILIO;121;0,006
JULIO ERNESTO;121;0,006
LUAN;121;0,006
MANUEL AVELINO;121;0,006
MANUEL GERMAN;121;0,006
MANUEL MESIAS;121;0,006
MIGUEL ANXO;121;0,006
PABLO JULIAN;121;0,006
RABAH;121;0,006
RAMON DAVID;121;0,006
RODRIGO JESUS;121;0,006
SOULEYMANE;121;0,006
STIVEN;121;0,006
CARLOS GONZALO;120;0,006
CRISTOBAL ANTONIO;120;0,006
DIONIS;120;0,006
ERICK ALEXANDER;120;0,006
EUSEBIO JESUS;120;0,006
GABRIEL FERNANDO;120;0,006
HILARIO JOSE;120;0,006
HUGO FERNANDO;120;0,006
IGNACIO ALEJANDRO;120;0,006
INAZIO;120;0,006
JESUS ALEXIS;120;0,006
JOSE HECTOR;120;0,006
JULIO SANTIAGO;120;0,006
KEVIN JOEL;120;0,006
MANUEL AMADOR;120;0,006
MATIAS EZEQUIEL;120;0,006
OVIDI;120;0,006
PEDRO ARTURO;120;0,006
RAUL VICENTE;120;0,006
SANTIAGO IGNACIO;120;0,006
SINUHE;120;0,006
TOM;120;0,006
VICTOR JULIO;120;0,006
VICTOR TOMAS;120;0,006
WILLIAN;120;0,006
ABEL ANTONIO;119;0,006
ADUEN;119;0,006
ANTONIO SERGIO;119;0,006
ARTEMI;119;0,006
CARLOS OSCAR;119;0,006
DERECK;119;0,006
ENETZ;119;0,006
FRANCISCO FIDEL;119;0,006
GABRIEL ALEXANDER;119;0,006
IGNACIO FERNANDO;119;0,006
IKER JOSE;119;0,006
IÑIGO JAVIER;119;0,006
JAIRO JOSE;119;0,006
JESUS GERARDO;119;0,006
JESUS ISMAEL;119;0,006
JONNATHAN;119;0,006
JOSE HORACIO;119;0,006
JOSE MELCHOR;119;0,006
JUAN MAURICIO;119;0,006
JULIAN RAMON;119;0,006
LIZAR;119;0,006
MAJID;119;0,006
MANUEL MARIO;119;0,006
MARIANO MANUEL;119;0,006
PABLO JORGE;119;0,006
PACIANO;119;0,006
